month,date,worldGdp,worldPopulation,countriesInDebt,medianLegitimacy,medianStability,medianInfrastructure,activeWars,totalFlips,rivalPairs,allyRecords,llmActionsApplied,llmActionsRejected,llmSeconds
18,1947-07-01,601205831692,2344581691,23,46.1,41.1,0.3268,0,0,77,4,4,0,11.7
19,1947-08-01,604234320002,2347642031,23,46.1,41.06,0.328,0,0,77,6,4,0,8.7
20,1947-09-01,607277946503,2350718902,23,46.1,41.01,0.3295,0,0,79,6,5,0,9.2
21,1947-10-01,610336570259,2353811208,23,46.1,40.98,0.331,0,0,82,6,5,0,8.5
22,1947-11-01,613410070434,2356918385,23,46.1,40.96,0.3318,0,0,82,6,6,0,7.4
23,1947-12-01,616498344320,2360039182,23,46.1,40.99,0.333,0,0,85,6,4,0,14.5
24,1948-01-01,619601305563,2363172755,23,46.1,41.02,0.3343,0,0,85,6,3,0,7.4
25,1948-02-01,622718882377,2366318494,23,46.1,41.05,0.3356,0,0,85,6,3,0,9.7
26,1948-03-01,625851020489,2369476600,23,46.1,41.05,0.3367,0,0,86,6,5,0,11.8
27,1948-04-01,628997670086,2372647139,23,46.1,40.83,0.3377,0,0,86,6,5,0,7.7
28,1948-05-01,632158795287,2375829645,23,46.1,40.82,0.3397,0,0,85,6,5,0,9.2
29,1948-06-01,635334370157,2379023647,23,46.1,40.88,0.3411,0,0,86,6,7,0,9.9
30,1948-07-01,638524377525,2382228819,22,46.1,40.8,0.3416,0,0,86,6,3,0,14.5
31,1948-08-01,641728808174,2385444151,22,46.1,40.8,0.3419,0,0,87,6,6,0,8.2
32,1948-09-01,644951438867,2388669345,22,46.1,40.79,0.3425,0,0,88,6,4,0,7.5
33,1948-10-01,648191622388,2391904229,22,46.1,40.79,0.3434,0,0,88,6,5,0,9.6
34,1948-11-01,651446898077,2395148694,22,46.1,40.79,0.3448,0,0,88,6,4,0,8.4
35,1948-12-01,654717456971,2398402847,22,46.1,40.79,0.3451,0,0,90,6,4,0,7.8
36,1949-01-01,658001256128,2401666927,22,46.1,40.79,0.3453,0,0,90,6,4,0,9.4
37,1949-02-01,661299626880,2404940803,21,46.1,40.8,0.3458,0,0,90,6,5,0,11.1
38,1949-03-01,664612598907,2408224362,21,46.1,40.8,0.3464,0,0,90,6,4,0,9.9
39,1949-04-01,667940205534,2411517437,21,46.1,40.81,0.3482,0,0,90,6,4,0,7.5
40,1949-05-01,671282483344,2414819327,21,46.1,40.85,0.3492,0,0,90,6,5,0,10.1
41,1949-06-01,674639471534,2418130479,21,46.1,41.06,0.3493,0,0,90,6,4,0,8
42,1949-07-01,678011211674,2421450952,21,46.1,41.27,0.35,0,0,90,6,4,1,7.8
43,1949-08-01,681397748094,2424780429,21,46.1,41.33,0.3503,0,0,89,6,5,0,9.9
44,1949-09-01,684799125738,2428118892,21,46.1,41.34,0.3507,0,0,89,6,4,0,7.9
45,1949-10-01,688215389589,2431466200,21,46.1,41.34,0.3512,0,0,89,6,3,1,9.5
46,1949-11-01,691647988185,2434822396,21,46.1,41.35,0.3516,0,0,89,6,5,0,8
47,1949-12-01,695095676787,2438187643,21,46.1,41.36,0.3518,0,0,89,6,3,0,7.5
48,1950-01-01,698558532936,2441561755,21,46.1,41.37,0.3534,0,0,90,6,5,0,8
49,1950-02-01,702036601012,2444944740,21,46.1,41.38,0.3536,0,0,90,6,4,0,10.5
50,1950-03-01,705530275405,2448337137,20,46.1,41.39,0.3538,0,0,90,6,6,0,7.2
51,1950-04-01,709039638095,2451738993,19,46.1,41.4,0.3541,0,0,90,8,4,0,12.2
52,1950-05-01,712564773705,2455150379,19,46.1,41.41,0.3548,0,0,90,10,5,0,8.4
53,1950-06-01,716105437410,2458570737,19,46.1,41.42,0.3562,0,0,90,14,5,0,7.3
54,1950-07-01,719661636188,2461999995,19,46.1,41.43,0.356,0,0,91,16,3,0,7.8
55,1950-08-01,723233436751,2465438198,19,46.1,41.44,0.3571,0,0,91,26,3,0,7.4
56,1950-09-01,726820906795,2468885334,16,46.1,41.45,0.357,0,0,91,36,3,0,7
57,1950-10-01,730424115005,2472341427,16,46.1,41.46,0.357,0,0,91,40,2,1,7.3
58,1950-11-01,734043131006,2475806592,15,46.1,41.47,0.3576,0,0,91,44,5,0,10.7
59,1950-12-01,737678025330,2479281029,14,46.1,41.48,0.3577,0,0,91,44,4,0,7.9
60,1951-01-01,741328869367,2482764797,14,46.1,41.48,0.3583,0,0,91,46,5,0,10.5
61,1951-02-01,744995666607,2486257884,12,46.1,41.49,0.3574,0,0,92,52,7,0,6.9
62,1951-03-01,748678427947,2489760358,10,46.1,41.5,0.3573,0,0,92,54,5,0,10.2
63,1951-04-01,752376462744,2493272233,9,46.1,41.51,0.3571,0,0,92,64,0,0,20
64,1951-05-01,756089310344,2496793554,8,46.1,41.52,0.357,0,0,92,68,0,0,0.1
65,1951-06-01,759820029183,2500324350,8,46.1,41.53,0.3576,0,0,92,72,0,0,0.1
66,1951-07-01,763567030031,2503864666,6,46.1,41.54,0.3596,0,0,92,72,0,0,0.1
67,1951-08-01,767330311373,2507414569,6,46.1,41.55,0.3605,0,0,93,72,0,0,0.1
68,1951-09-01,771108921546,2510974091,6,46.1,41.56,0.3614,0,0,93,76,0,0,0.1
69,1951-10-01,774902540395,2514543310,5,46.1,41.57,0.3617,0,0,93,78,0,0,0.1
70,1951-11-01,778714748402,2518122167,5,46.1,41.58,0.3616,0,0,93,80,0,0,0.1
71,1951-12-01,782543570427,2521710814,5,46.1,41.59,0.3619,0,0,93,82,0,0,0.1
72,1952-01-01,786388606117,2525309284,4,46.1,41.59,0.3624,0,0,93,84,0,0,0.1
73,1952-02-01,790248929388,2528917617,4,46.1,41.6,0.363,0,0,93,86,0,0,0.1
74,1952-03-01,794127648503,2532535798,3,46.1,41.61,0.3636,0,0,93,88,0,0,0.1
75,1952-04-01,798023287554,2536163936,3,46.1,41.62,0.3642,0,0,93,88,0,0,0.1
76,1952-05-01,801935858329,2539802064,3,46.1,41.63,0.3648,0,0,93,88,0,0,0.1
77,1952-06-01,805864040554,2543450284,3,46.1,41.64,0.365,0,0,93,88,0,0,0.1
78,1952-07-01,809807822785,2547108614,2,46.1,41.65,0.3652,0,0,93,88,0,0,0.1
79,1952-08-01,813771174228,2550777053,2,46.1,41.66,0.3662,0,0,93,90,0,0,0.1
80,1952-09-01,817751828828,2554455716,2,46.1,41.67,0.3665,0,0,95,90,0,0,0.1
81,1952-10-01,821749771032,2558144618,2,46.1,41.67,0.3665,0,0,95,90,0,0,0.1
82,1952-11-01,825763774738,2561843837,2,46.1,41.68,0.3667,0,0,95,94,0,0,0.1
83,1952-12-01,829796450486,2565553383,2,46.1,41.69,0.3667,0,0,96,96,0,0,0.1
84,1953-01-01,833846749068,2569273331,2,46.1,41.7,0.3669,0,0,96,96,0,0,0.1
85,1953-02-01,837914655378,2573003763,2,46.1,41.71,0.3671,0,0,96,96,0,0,0.1
86,1953-03-01,841998948573,2576744703,2,46.1,41.72,0.3672,0,0,96,96,0,0,0.1
87,1953-04-01,846099701584,2580496243,2,46.1,41.72,0.3673,0,0,95,96,0,0,0.1
88,1953-05-01,850220530880,2584258350,2,46.1,41.73,0.3684,0,0,95,100,0,0,0.1
89,1953-06-01,854359368945,2588031167,2,46.1,41.74,0.3689,0,0,95,100,0,0,0.1
90,1953-07-01,858516186080,2591814737,2,46.1,41.75,0.3689,0,0,95,100,0,0,0.1
91,1953-08-01,862689433896,2595609089,2,46.1,41.76,0.3691,0,0,95,100,0,0,0.1
92,1953-09-01,866880118883,2599414303,2,46.1,41.77,0.3695,0,0,95,102,0,0,0.1
93,1953-10-01,871090977903,2603230382,2,46.1,41.77,0.3699,0,0,94,102,0,0,0.1
94,1953-11-01,875320390983,2607057418,2,46.1,41.78,0.3703,0,0,94,102,0,0,0.1
95,1953-12-01,879568353025,2610895441,2,46.1,41.79,0.3707,0,0,94,106,0,0,0.1
96,1954-01-01,883834853670,2614744532,2,46.1,41.8,0.3715,0,0,94,106,0,0,0.1
97,1954-02-01,888119572936,2618604756,2,46.1,41.8,0.3724,0,0,94,108,0,0,0.1
98,1954-03-01,892421070702,2622476161,2,46.1,41.81,0.3732,0,0,94,108,0,0,0.1
99,1954-04-01,896741014920,2626358795,2,46.1,41.8,0.373,0,0,94,108,0,0,0.1
100,1954-05-01,901081676687,2630252703,2,46.1,41.8,0.3728,0,0,94,108,0,0,0.1
101,1954-06-01,905441232926,2634157943,2,46.1,41.8,0.3727,0,0,94,108,0,0,0.1
102,1954-07-01,909819872131,2638074596,2,46.1,41.8,0.3724,0,0,94,108,0,0,0.1
103,1954-08-01,914217793939,2642002691,2,46.1,41.8,0.3723,0,0,94,108,0,0,0.1
104,1954-09-01,918635189600,2645942337,2,46.1,41.79,0.3722,0,0,94,108,0,0,0.1
105,1954-10-01,923072228481,2649893540,2,46.1,41.79,0.3731,0,0,94,108,0,0,0.1
106,1954-11-01,927528998857,2653856406,2,46.1,41.79,0.3738,0,0,94,108,0,0,0.1
107,1954-12-01,932005536792,2657830949,2,46.1,41.79,0.3737,0,0,94,110,0,0,0.1
108,1955-01-01,936501546210,2661817241,2,46.1,41.8,0.3733,0,0,94,112,0,0,0.1
109,1955-02-01,941017120273,2665815320,2,46.1,41.8,0.373,0,0,94,112,0,0,0.1
110,1955-03-01,945552354382,2669825284,2,46.1,41.8,0.3727,0,0,94,112,0,0,0.1
111,1955-04-01,950107327718,2673847162,2,46.1,41.8,0.3739,0,0,94,112,0,0,0.1
112,1955-05-01,954682126979,2677881022,2,46.1,41.8,0.3735,0,0,94,114,0,0,0.1
113,1955-06-01,959276832314,2681926958,2,46.1,41.8,0.3736,0,0,94,116,0,0,0.1
114,1955-07-01,963891538388,2685985006,2,46.1,41.81,0.3741,0,0,93,116,0,0,0.1
115,1955-08-01,968526342327,2690055190,2,46.1,41.81,0.3741,0,0,93,116,0,0,0.1
116,1955-09-01,973181325489,2694137589,2,46.1,41.81,0.3741,0,0,93,116,0,0,0.1
117,1955-10-01,977856576538,2698232294,2,46.1,41.81,0.3732,0,0,93,116,0,0,0.1
118,1955-11-01,982552177838,2702339337,2,46.1,41.82,0.3731,0,0,93,116,0,0,0.1
119,1955-12-01,987268225825,2706458772,2,46.1,41.82,0.3733,0,0,93,116,0,0,0.1
120,1956-01-01,992004810880,2710590678,2,46.1,41.83,0.3735,0,0,93,116,0,0,0.1
121,1956-02-01,996762032393,2714735084,2,46.1,41.82,0.3731,0,0,93,116,0,0,0.1
122,1956-03-01,1001539974216,2718892092,2,46.1,41.82,0.3726,0,0,92,118,0,0,0.1
123,1956-04-01,1006338727443,2723061752,2,46.1,41.82,0.3726,0,0,91,118,0,0,0.1
124,1956-05-01,1011158377050,2727244126,2,46.1,41.82,0.3727,0,0,91,118,0,0,0.1
125,1956-06-01,1015999021850,2731439270,2,46.1,41.82,0.3727,0,0,91,118,0,0,0.1
126,1956-07-01,1020860763028,2735647257,2,46.1,41.81,0.3727,0,0,91,118,0,0,0.1
127,1956-08-01,1025743837607,2739868178,2,46.1,41.81,0.3725,0,0,91,118,0,0,0.1
128,1956-09-01,1030648347765,2744102113,2,46.1,41.81,0.3716,0,0,91,118,0,0,0.1
129,1956-10-01,1035574390083,2748349090,2,46.1,41.82,0.3712,0,0,91,118,0,0,0.1
130,1956-11-01,1040522075365,2752609239,2,46.1,41.82,0.371,0,0,91,118,0,0,0.1
131,1956-12-01,1045491509363,2756882565,2,46.1,41.83,0.3705,0,0,91,118,0,0,0.1
132,1957-01-01,1050482807056,2761169169,2,46.1,41.84,0.3705,0,0,91,118,0,0,0.1
133,1957-02-01,1055495863391,2765469059,2,46.1,41.84,0.3705,0,0,91,120,0,0,0.1
134,1957-03-01,1060530774181,2769782286,2,46.1,41.85,0.3709,0,0,91,120,0,0,0.1
135,1957-04-01,1065587629258,2774108915,2,46.1,41.85,0.3709,0,0,91,120,0,0,0.1
136,1957-05-01,1070666531699,2778448965,2,46.1,41.86,0.3709,0,0,91,120,0,0,0.1
137,1957-06-01,1075767579131,2782802601,2,46.1,41.87,0.371,0,0,91,120,0,0,0.1
138,1957-07-01,1080890877466,2787169789,2,46.1,41.87,0.371,0,0,91,120,0,0,0.1
139,1957-08-01,1086036518631,2791550636,2,46.1,41.88,0.371,0,0,91,120,0,0,0.1
140,1957-09-01,1091204601040,2795945201,2,46.1,41.88,0.3709,0,0,91,120,0,0,0.1
141,1957-10-01,1096395217803,2800353600,2,46.1,41.89,0.3712,0,0,91,120,0,0,0.1
142,1957-11-01,1101608474380,2804775902,2,46.1,41.89,0.3714,0,0,91,120,0,0,0.1
143,1957-12-01,1106844471025,2809212200,2,46.1,41.9,0.3717,0,0,91,120,0,0,0.1
144,1958-01-01,1112103308450,2813662572,2,46.1,41.9,0.3719,0,0,91,120,0,0,0.1
145,1958-02-01,1117385094329,2818127116,2,46.1,41.91,0.3719,0,0,91,120,0,0,0.1
146,1958-03-01,1122689924009,2822605801,2,46.1,41.92,0.372,0,0,91,120,0,0,0.1
147,1958-04-01,1128017899129,2827098777,2,46.1,41.92,0.372,0,0,91,120,0,0,0.1
148,1958-05-01,1133369116250,2831606115,2,46.1,41.93,0.3719,0,0,91,120,0,0,0.1
149,1958-06-01,1138743683888,2836127868,2,46.1,41.93,0.372,0,0,91,120,0,0,0.1
150,1958-07-01,1144141705562,2840664087,2,46.1,41.94,0.3718,0,0,91,120,0,0,0.1
151,1958-08-01,1149563292746,2845214859,2,46.1,41.94,0.3716,0,0,91,120,0,0,0.1
152,1958-09-01,1155008543778,2849780240,1,46.1,41.95,0.3714,0,0,91,120,0,0,0.1
153,1958-10-01,1160477563033,2854360326,1,46.1,41.95,0.3714,0,0,90,120,0,0,0.1
154,1958-11-01,1165970450123,2858955135,1,46.1,41.95,0.3719,0,0,90,120,0,0,0.1
155,1958-12-01,1171487316046,2863564781,1,46.1,41.96,0.3723,0,0,90,120,0,0,0.1
156,1959-01-01,1177028267135,2868189331,1,46.1,41.96,0.3722,0,0,90,120,0,0,0.1
157,1959-02-01,1182593410197,2872828851,1,46.1,41.96,0.372,0,0,90,120,0,0,0.1
158,1959-03-01,1188182859745,2877483438,1,46.1,41.97,0.3719,0,0,90,120,0,0,0.1
159,1959-04-01,1193796717659,2882153079,1,46.1,41.97,0.3718,0,0,90,120,0,0,0.1
160,1959-05-01,1199435091633,2886837919,1,46.1,41.97,0.3719,0,0,90,120,0,0,0.1
161,1959-06-01,1205098084890,2891538006,1,46.1,41.98,0.372,0,0,90,120,0,0,0.1
162,1959-07-01,1210785811527,2896253425,1,46.1,41.98,0.3719,0,0,90,120,0,0,0.1
163,1959-08-01,1216498381166,2900984260,1,46.1,41.98,0.3719,0,0,90,120,0,0,0.1
164,1959-09-01,1222235904023,2905730529,1,46.1,41.98,0.3717,0,0,90,120,0,0,0.1
165,1959-10-01,1227998497752,2910492391,1,46.1,41.98,0.3716,0,0,90,120,0,0,0.1
166,1959-11-01,1233786267905,2915269827,1,46.1,41.98,0.3715,0,0,89,120,0,0,0.1
167,1959-12-01,1239599325634,2920062941,1,46.1,41.98,0.3707,0,0,89,120,0,0,0.1
168,1960-01-01,1245437777937,2924871805,1,46.1,41.98,0.371,0,0,89,120,0,0,0.1
169,1960-02-01,1251301742117,2929696522,1,46.1,41.98,0.3711,0,0,89,120,0,0,0.1
170,1960-03-01,1257191331399,2934537143,1,46.1,41.98,0.3705,0,0,89,120,0,0,0.1
171,1960-04-01,1263106659517,2939393757,1,46.1,41.98,0.3707,0,0,89,120,0,0,0.1
172,1960-05-01,1269047846933,2944266417,1,46.1,41.98,0.3708,0,0,89,122,0,0,0.1
173,1960-06-01,1275015003114,2949155209,1,46.1,41.98,0.3707,0,0,89,122,0,0,0.1
174,1960-07-01,1281008242811,2954060192,1,46.1,41.98,0.3706,0,0,89,122,0,0,0.1
175,1960-08-01,1287027676986,2958981493,1,46.1,41.98,0.3707,0,0,88,124,0,0,0.1
176,1960-09-01,1293073426238,2963919162,1,46.1,41.98,0.3708,0,0,88,124,0,0,0.1
177,1960-10-01,1299145607556,2968873264,1,46.1,41.98,0.371,0,0,88,124,0,0,0.1
178,1960-11-01,1305244338333,2973843884,1,46.1,41.98,0.3711,0,0,88,122,0,0,0.1
179,1960-12-01,1311369736487,2978831091,1,46.1,41.98,0.3711,0,0,89,122,0,0,0.1
180,1961-01-01,1317521926833,2983834958,1,46.1,41.98,0.371,0,0,89,122,0,0,0.1
